IDD;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;Titel;Alternativtitel;Umfang;Format;Sprache; Anmerkung;USTC_Subject
IDD-176;10145;if00239540;null;null;null;744914;VL II (1980) 769-793. VL XI (2004) 449-450;(1) Von der Juden Messias (2) Der falsche Messias (Schreckenberg);null;ff. 6;8°;Deutsch;https://www.gesamtkatalogderwiegendrucke.de/docs/FOLZHAN.htm. Chronlogie der Drucke bei: Auswahl / Hans Foltz. Bearb. von Ingeborg Spriewald (UB Gießen, FH Germ VOL 5 / 24.31 );Musik
IDD-177;10149;if00239580;F-179;null;null;744918;VL II (1980) 769-793. VL XI (2004) 449-450;(1) Die Rechnung Ruprecht Kolpergers (GW). (2) Jüdischer Wucher (Schreckenberg);null;ff. 4;2°;Deutsch;betrifft Wucher. https://www.gesamtkatalogderwiegendrucke.de/docs/FOLZHAN.htm. Chronlogie der Drucke bei: Auswahl / Hans Foltz. Bearb. von Ingeborg Spriewald (UB Gießen, FH Germ VOL 5 / 24.31 );Musik
IDD-178;10150;if00239590;F-178;F-47;null;744919;Schöner (2002) 391-394, Nr. 62. VL II (1980) 769-793. VL XI (2004) 449-450.;(1) Die Rechnung Ruprecht Kolpergers (GW). (2) Jüdischer Wucher (Schreckenberg);Die rechn?g Ruprecht Kolpergers v? d? gesuch ter iuden auf 30 dn? (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Einblattdruck. betrifft Wucher. https://www.gesamtkatalogderwiegendrucke.de/docs/FOLZHAN.htm. Chronlogie der Drucke bei: Auswahl / Hans Foltz. Bearb. von Ingeborg Spriewald (UB Gießen, FH Germ VOL 5 / 24.31). Holzschnitt. typographischer Text. Transkription bei Schöner (2002) 391-394, Nr. 62. Abb: Schöner (2002) 213, nach: Gisela Ecker, Einblattdrucke von den Anfängen bis 1555. Untersuchungen zu einer Publikationsform literarischer Texte, 2 Bde (= Göppinger Arbeiten zur Germanistik 314, 1/2), Göppingen 1981, hier Bd. 2, S. 39, Abb. 10 (Bd. 1: urn:nbn:de:hbz:466:2-7075. Bd. 2: urn:nbn:de:hbz:466:2-7118 );Musik
IDD-179;10151;if00239600;F-177;F-46;null;744920;VL II (1980) 769-793. VL XI (2004) 449-450;(1) Die Rechnung Ruprecht Kolpergers (GW). (2) Jüdischer Wucher (Schreckenberg);null;ff. (1);Einblattdruck;Deutsch;Einblattdruck. betrifft Wucher. https://www.gesamtkatalogderwiegendrucke.de/docs/FOLZHAN.htm. Chronlogie der Drucke bei: Auswahl / Hans Foltz. Bearb. von Ingeborg Spriewald (UB Gießen, FH Germ VOL 5 / 24.31 );Musik
IDD-180;10323;if00310000;F-258;null;null;744955;Schreckenberg III (1994) 74-75;(1) Bescheidenheit. (2) Proverbia eloquentis Freidanks. (3) Proverbia eloquentis Freydangks innumeras in se utilitates complectentia;Proverbia eloquentis Freidanks;ff. (36);4°;(1) Latein (2) Deutsch;"ISTC: ""Date from GW. Goff dates about 1487-95"". Signaturen a-c8 de6";Adages and Emblem books
IDD-182;11346;ig00354000;G-251;null;null;745329;Schreckenberg III (1994) 569-571;(1) Liber de confutatione hebrayce secte. (2) De confutatione hebraicae sectae;null;ff. 142;4°;Latein;Signaturen (2 –4 )6 A–R8;Religious
IDD-183;11862;ig00708000;G-474;null;null;745534;Schreckenberg III (1994) 143-144;Opera;Opera. Johann Rosenbach;ff. (282);2°;Latein;"darin seine Schrift ""De Fide"". Signaturen (a4)a–g8 h–z6 aa–ff8 gg–tt6";null
IDD-184;11863;ig00711000.;G-471;null;null;745536;Schreckenberg III (1994) 143-144;(1) De fide et legibus. (2) De fide. De legibus.;null;ff. 140;2°;Latein;"ISTC: ""Listed in Zainer's advertisement of 1476. Copies at Memmingen and Stuttgart LB have MS. dates of 1477"". Signaturen (a-o10)";Religious
IDD-185;11870;ig00717000;G-473;null;null;745541;null;De universo;null;ff. 150;2°;Latein;Signaturen Aa-Hh8 Ii-Xx6 Yy8;Religious
IDD-186;12332;ih00090900;null;null;null;745663;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;Liber Discipuli de eruditione Christifidelium. Abstracts from Praeceptorium seu Expositio decalogi. De operibus misericordiae;ff. (94);2°;Latein;Signaturen (a10 b8 d-g10 h8 i10 k8). daran: Abstracts from Praeceptorium seu Expositio decalogi. De operibus misericordiae;Religious
IDD-187;12326;ih00091000;H-123;null;null;745664;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. (248);2°;Latein;null;Religious
IDD-188;12327;ih00092000;H-124;null;null;745665;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. (190);2°;Latein;Signaturen (a4 bc8 d6 e–q8 r10 s–x8 yz6 A8 B6);Religious
IDD-189;12328;ih00093000;H-125;null;null;745666;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. (216);2°;Latein;Signaturen (a10 b-c8 d2 e-l8 m6 n-p8 q-r6 s8 t6 v8 x6 y-z8 A-C6 D-E10 F8);Religious
IDD-190;12329;ih00094000;H-126;null;null;745667;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. (168);2°;Latein;Signaturen j6 28 a10 b-t8;Religious
IDD-191;12330;ih00095000;H-127;null;null;745668;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. (136);2°;Latein;Signaturen i2 6 A8 B–E6 F8 G–L6 M8 N–R6 ST8;Religious
IDD-192;12331;ih00095200;null;null;null;745669;Schreckenberg III (1994) 534-535. VL III (1981) 1123-1127;(1) Discipulus de Eruditione christifidelium. (2) Liber Discipuli de eruditione Christifidelium (3) De eruditione christifidelium;null;ff. 150;4°;Latein;Signaturen A8 B6 A8 B4 C8 D–F4 G8 H–K4 L8 M–O4 P8 Q–S4 T8 V–X4 Z8 AaBb4 Cc8. (Giessen UB (Mikrofilm));Religious
IDD-193;M13158;ij00267000;null;null;null;746254;Schreckenberg III (1994) 513-514. VL IV 561–567. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;De cupiditate;null;ff. (84);2°;Latein;Signaturen a–h8 ik6 l8: Judenfeindlich? GW: Vgl. Hofer, Johannes: Johannes Kapistran. Ein Leben im Kampf um die Reform der Kirche. 2 Bde. Heidelberg 1964–1965.;Philosophy and Morality
IDD-194;M26406;in00102000;N-97;null;null;747432;Schreckenberg III (1994) 497. VL VI (1987) 1048-1059;Postilla cum sermonibus evangeliorum dominicalium;null;ff. (196);4°;Latein;"hierauf bezieht sich ""Bewährung, dass die Juden irren"" (GW M41179)";Religious
IDD-195;M27101;in00257000;N-205;null;null;747533;Schreckenberg III (1994) 544-546 . VL VI (1987) 1008-1013;Contra perfides Judaeos de conditionibus veri Messiae;null;ff. (50);2°;Latein;Signaturen (a12 b–c10 d12 e6);Religious
IDD-196;M27104;in00258000;N-206;null;null;747534;Schreckenberg III (1994) 544-546 . VL VI (1987) 1008-1013;Contra perfidos Judaeos de conditionibus veri Messiae;Contra perfidos Judaeos de conditionibus veri Messiae Stern des Meschiah;ff. (322);4°;Deutsch;"stark erweiterete Fassunf und Übersetzung von Nigris ""Contra perfides Judaeos de conditionibus veri Messiae"" (GW M27101). Signaturen (a–c10 d–z8 A–P8 QR6)";Religious
IDD-197;(1) M29568 + (2) GW(Einbl) 1079;ip00127950;null;P-7;null;747705;Schöner (2002) 362-364, Nr. 41. ISTC ip00127950: Schramm XVIII 713. GW(Einbl) 1079. VE15 P-7. M29568. H. Boockmann, Die Stadt im Späten Mittelalter (München, 1986) p.286-87 no.429 & fig.. Schanze(Romweg-Karte) p.136. Schanze(Inkunabelgrenze) 83. Van der Vekene(Hochfeder) 41 & figs.56-58. Schr(Handbuch) 1965. Fac: Schmidt(Denkmale) fig.22. Heitz, Einblattdrucke XXXII 159;Geschichte der Juden von Passau mit dem Sakrament im Jahr 1477;Ein grawsamlich geschicht Geschehen zu passaw (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;betrifft Hostienfrevel in Passau 1477. Holzschnitt,Format 380 x 270. typographischer Text, Prosa. Transkription bei Schöner (2002) 363-364, Nr. 41. Abb. Schöner (2002) 151, nach: W(ilhelm) L(udwig) Schreiber, Holzschnitte aus dem letzten drittel des fu?nfzehnten Jahrhunderts in der KGL. graphischen Sammlung zu Mu?nchen, II. Band (zweite Ha?lfte, Nr. 124-179)  (= Einblattdrucke des fünfzehnten Jahrhunderts 33 (nicht 32 wie bei Schöner fälschlischerweise angegeben), hrsg. von Paul Heitz), Straßburg 1912, S. 159.;History and Chronicles
IDD-198;M29569;ip00127960;null;null;null;747706;null;Geschichte der Juden von Passau mit dem Sakrament im Jahr 1477;null;ff. (1);Einblattdruck;Deutsch;betrifft Hostienfrevel in Passau 1477. Holzschnitte;History and Chronicles
IDD-199;M29971;ip00201000;P-45;null;null;747727;Schreckenberg III (1994) 498-501;Scrutinium scripturarum;null;ff. (218);2°;Latein;null;Religious
IDD-200;M29974;ip00203000;P-47;null;null;747728;Schreckenberg III (1994) 498-501;Scrutinium scripturarum;null;ff. (218);2°;Latein;Signaturen (a10 b12 c–k10 l8 m–r10 s12 t–x10 y6);Religious
IDD-201;M29976;ip00205000;null;null;null;747729;Schreckenberg III (1994) 498-501;Scrutinium scripturarum;null;ff. (218);2°;Latein;Signaturen (ab10 c12 d–k10 l8 m–r10 s12 t–x10 y6);Religious
IDD-202;M2269750;ip00913500;null;null;V 2488;748215;null;Wie zu Plonig ein Christ eines Juden Tochter schwanger machte;null;ff. (4);8°;Deutsch;Holzschnitt, Exemplar der UB Erlangen-Nürnberg (signatur möglicherweise: Inc. 1446a) verloren? ;Literature
IDD-203;M39862;is00109000;null;null;null;748741;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;ff. (24);4°;Latein;Ausstattung: Exemplar der USB Köln mit farbigen Initialen;Religious
IDD-204;M39861;is00110000;A-444;null;null;748742;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Rationes breues magni rabi Samuelis iudei nati. sed de iudaismo ad fidem catholicam conuersi. quib(us) quiuis verus christicola. saltem modice sapiens potest iudeorum errores valide et aperte reprobare (et) co(n)demnare. (et) eos tam ex nostris q(uam) ex suis proprijs prophetis efficacissime conuincere;ff. (24);4°;Latein;"Signatur: AA-DD6. mit Illustraion (Titelholzschnitt).  BSB-Ink: ""mit Widmungsbrief des Autors an Hugo de Vaucemain, General des Dominikanerordens. mit Inhaltsverzeichnis, Fassung B (Kap. 1-25)""";Religious
IDD-206;M39860;is00114000;null;null;null;748744;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;ff. (24);4°;Latein;Signaturen: AA-DD6;Religious
IDD-207;M39845;is00115700;A-447;null;null;748745;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistola contra Judaeorum errores (German) Tr: Meister Fremhart, Pfarrer zu Strazgang, from the Latein of Alphonsus Boni Hominis (2) Ein Capitel oder ein samnung die gemacht hat maister Samuel ein Jud;ff. (30);4°;Deutsch;"Übersetzung ins Deutsche.  BSB-Ink: "" (Kap. 1-26), Fassung B""";Religious
IDD-209;M42041;is00495000;S-380;null;null;748947;Christoph M. Cluse, Jewish Moneylending in Dominican Preaching, Confession, and Counselling. Some Examples from Later Medieval Germany, in: Dominikaner und Juden / Dominicans and Jews. Personen, Konflikte und Perspektiven vom 13. bis zum 20. Jahrhundert / Personalities, Conflicts, and Perspectives from the 13th to the 20th Century, hrsg. von Elias H. Füllenbach OP und Gianfranco Miletto , S. 195-230;Determinatio duarum quaestionum.;null;ff. (26);4°;Latein;Signaturen (a10 b-c8);Religious
IDD-210;M42045;is00497000;S-381;null;null;748949;Christoph M. Cluse, Jewish Moneylending in Dominican Preaching, Confession, and Counselling. Some Examples from Later Medieval Germany, in: Dominikaner und Juden / Dominicans and Jews. Personen, Konflikte und Perspektiven vom 13. bis zum 20. Jahrhundert / Personalities, Conflicts, and Perspectives from the 13th to the 20th Century, hrsg. von Elias H. Füllenbach OP und Gianfranco Miletto , S. 195-230;Responsio ad quattuor quaestiones;null;ff. 10;4°;Latein;Signaturen (a10);Religious
IDD-211;(1) M42241. (2) GW(Einbl) 1324;is00528750;S-38;null;null;748968;VL VIII 1260–1275. XI 1435–1436. Schöner (2002) 350-353, Nr. 30. Gisela Ecker, Einblattdrucke von den Anfängen bis 1555. Untersuchungen zu einer Publikationsform literarischer Texte, 2 Bde (= Göppinger Arbeiten zur Germanistik 314, 1/2), Göppingen 1981, hier Bd. 2, Nr. 171, Abb. 55 (Bd. 1: urn:nbn:de:hbz:466:2-7075. Bd. 2: urn:nbn:de:hbz:466:2-7118);Historia S. Simonis Tridentini;(1) Gedicht von dem Knaben Simon zu Trient (ISTC) (2) Historia S. Simonis Tridentini, deutsch. Simon, ein Kind bin ich genannt. (Gedicht über den Tod des Knaben Simon zu Trient) (GW);ff. (1);Einblattdruck;Deutsch;Holzschnitt, betrifft den Ritualmord an Simon von Trient. https://www.gesamtkatalogderwiegendrucke.de/docs/SIMON.htm;Poetry
IDD-212;M44004;is00790100;null;null;null;749225;null;Geschichte der Juden zu Sternberg mit dem Sakrament;null;ff. 4;4°;Deutsch;betrifft Hostienfrevel in Sternberg 1492;History and Chronicles
IDD-213;M44007;is00790150;null;null;null;749226;null;Geschichte der Juden zu Sternberg mit dem Sakrament;null;ff. 6;4°;Deutsch;betrifft Hostienfrevel in Sternberg 1492;History and Chronicles
IDD-214;M44005;is00790200;null;null;null;749227;null;Geschichte der Juden zu Sternberg mit dem Sakrament;null;ff. 4;4°;Deutsch;betrifft Hostienfrevel in Sternberg 1492. Holzschnitt. zu den Druckern: GW-Ms;History and Chronicles
IDD-215;(1) M44006. (2) GW(Nachtr) 338;is00790220;null;null;null;749228;null;Geschichte der Juden zu Sternberg mit dem Sakrament;null;ff. 4;4°;Niederdeutsch;betrifft Hostienfrevel in Sternberg 1492. Holzschnitt. zu den Druckern: GW-Ms;History and Chronicles
IDD-216;M44011;is00790230;null;null;null;749229;null;Geschichte der Juden zu Sternberg mit dem Sakrament;null;ff. (1);Einblattdruck;Niederdeutsch;betrifft Hostienfrevel in Sternberg 1492. Holzschnitt. Einblattdruck;History and Chronicles
IDD-217;M44009;is00790250;null;null;null;749230;null;Geschichte der Juden zu Sternberg mit dem Sakrament;Van der mysehandelinge des hilligen Sacramentes;ff. 6;4°;Niederdeutsch;betrifft Hostienfrevel in Sternberg 1492. Holzschnitt;History and Chronicles
IDD-218;M44008;is00790260;null;null;null;749231;null;Geschichte der Juden zu Sternberg mit dem Sakrament;(S)terneberch. Ua den bosen ioden volget hyr eyn gheschicht;ff. 4;4°;Niederdeutsch;betrifft Hostienfrevel in Sternberg 1492. Holzschnitt;History and Chronicles
IDD-219;M45800;ip00575000;T-143;null;null;749299;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;(1) Pharetra fidei contra Iudaeos. (2) Pharetra fidei catholice;null;ff. 12;4°;Latein;null;Religious
IDD-220;M45799;ip00576000;T-144;null;null;749300;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;(1) Pharetra fidei contra Iudaeos. (2) Pharetra fidei catholice;null;ff. 12;4°;Latein;null;Religious
IDD-221;M45805;ip00578500;T-141;null;null;749301;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;(1) Pharetra fidei contra Iudaeos. (2) Pharetra fidei catholice;null;ff. (18);4°;Latein;Sigantur: a-c6;Religious
IDD-222;M45798;ip00579100;null;null;null;749302;https://www.gesamtkatalogderwiegendrucke.de/docs/THEOSUB.htm. Cardelle de Hartmann, C.: Lateinische Dialoge 1200-1400 (Mittellateinische Studien und Texte 37). Leiden 2007, R49. Kaeppeli, Th.: Scriptores Ordinis Praedicatorum Medii Aevi, IV, Rom 1993. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. ?In: Aschkenas Bd. 11 (2001) S. 327-34;(1) Pharetra fidei contra Iudaeos. (2) Pharetra fidei catholice;null;ff. 12;4°;Latein;null;Religious
IDD-223;M46018;it00258500;null;null;null;749345;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;Opuscula (70);ff. 574;2°;Latein;Signatur: a–c8 / a–n8 o6 O4 p–r8 ?8 ?6 S6 s8 x8 v8 u8 n8 X–Z8 z8 aa–rr8 zz8 ??8 ss8 xx8 vv8 mm8 nn8 nn8 xx–zz8 zz8 A–Ss8;Religious
IDD-224;M46406;it00282000;null;null;null;749370;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;De articulis fidei et ecclesiae sacramentis. De periculis contingentibus circum sacramentum eucharistiae. De regimine Judaeorum;ff. (20);2°;Latein;null;Religious
IDD-225;M46403;it00283000;null;null;null;749371;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;De articulis fidei et ecclesiae sacramentis. De periculis contingentibus circum sacramentum eucharistiae. De regimine Judaeorum;ff. (18);2°;Latein;null;Religious
IDD-226;(1) M46432. (2) GW(Nachtr) 344;it00283200;null;null;null;749373;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;De articulis fidei et ecclesiae sacramentis. De periculis contingentibus circum sacramentum eucharistiae. De regimine Judaeorum;ff. 14;2°;Latein;null;Religious
IDD-227;M46241;it00315000;null;null;null;749391;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum. (2) De periculis contingentibus. — De Judaeis ad petitionem comitissae Flandriae;null;4°;Latein;null;Religious
IDD-228;M46248;it00316000;T-418;null;null;749392;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum.(2) De periculis contingentibus. — Epistola de Judaeis. (3);ff. 8;2°;Latein;null;Religious
IDD-229;M46235;it00317000;T-419;null;null;749393;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum (2) Tractatus de periculis contingentibus circa sacramentum eucharistiae;ff. 8;2°;Latein;null;Religious
IDD-230;M46245;it00318000;T-420;null;null;749395;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum. (2) De periculis contingentibus. — Epistola de Judaeis. (3) Tractatus de periculis contingentibus circa sacramentum eucharistiae;ff. 8;2°;Latein;null;Religious
IDD-231;M46243;it00319000;T-421;null;null;749396;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum. (2) De periculis contingentibus. — Epistola de Judaeis. (3) Tractatus de periculis contingentibus circa sacramentum eucharistiae;ff. 8;2°;Latein;null;Religious
IDD-232;M46233;it00320000;T-423;null;null;749398;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;(1) De periculis contingentibus circa sacramentum eucharistiae. De regimine Judaeorum. (2) Tractatus de periculis contingentibus circa sacramentum eucharistiae;ff. (20);8°;Latein;null;Religious
IDD-233;M47697;it00482000;T-485;null;null;749497;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 4;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15648;Religious
IDD-234;M47696;it00483000;T-480;null;null;749498;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 4;4°;Latein;Signaturen (a4). betrifft den Ritualmord an Simon von Trient. Hain 15649;Religious
IDD-235;M47700;it00485000;T-481;null;null;749499;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15654;Religious
IDD-236;M47722;it00489000;null;null;null;749500;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);Die geschicht und legend von dem seyligen kind und marterer genannt Symon von den Iuden zu Trientt gemarteret und getoettet;ff. 10;2°;Deutsch;Signaturen (a8 b2). Holzschnitt. betrifft den Ritualmord an Simon von Trient. Übersetzung ins Deutsche. Holzschnitte. Hain 15658;Religious
IDD-237;(1) M47725 = (2) M47726 ?;it00489100;T-486;null;null;749501;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);Die geschicht und legend von dem seyligen kind und marterer genannt Symon von den Iuden zu Trientt gemarteret und getoettet;ff. 6;2°;Deutsch;betrifft den Ritualmord an Simon von Trient. Übersetzung ins Deutsche. Hain 15657;Religious
IDD-238;(1) M51811. (2) GW(Einbl) 1546;iw00070750;null;W-3;null;749929;null;Notariatsinstrument betreffend die Streitigkeiten mit dem Freigrafen Hans Volmar genannt von Twern zu Freienhagen wegen der Wormser Juden, 10 Dec. 1490. Johannes Stol: Vollmacht für Heinrich Walck, Speyer, 14 Oct. 1488. Sixtus IV: Bulla 8 July 1480 Roman;"Notariatsinstrument betreffend die Streitigkeiten mit dem Freigrafen Hans Volmar genannt von Twern zu Freienhagen wegen der Wormser Juden, 10 Dec. 1490. Johannes Stol: Vollmacht für Heinrich Walck, Speyer, 14 Oct. 1488. Sixtus IV: Bulla 8 July 1480 ""Roman";ff. (1);Einblattdruck;Deutsch;Worms;Jurisprudence
IDD-239;null;null;null;null;null;750927;Schöner (2002) 416-417, Nr. 77;Der Titel des Creutzs in drey sprach (Schöner. Incipit);Der Titel des Creutzs in drey sprach (Schöner. Incipit);ff. (1);Einblattdruck;(1) Deutsch (2) Hebräisch (Spruchband) (3) Greichisch (Spruchband);"Holzschnitt, Format 287 x 187. Text in den Spruchbänderen xylographisch, sonst typographisch. Transkription bei Schöner (2002) 416-17, Nr. 77. Abb.: Schöner (2002) 270, nach: Geisberg-Strauß, G. 747. BSB-Anmerkung: ""Der Druck wird der Dürer-Schule zugeschrieben (vgl. auch Nachweis). Eine Lokalisierung und Datierung des Druckes ""Wien, Johann Winterburg, 1501"" beruht auf einer Verwechslung mit zwei Drucken mit ähnlichem Titel, die dem Handexemplar von Hartmann Schedels ""Schedelscher Weltchronik"" beigebunden sind, vgl. Ruland, Anton: Das Exemplar von ""Hartmanni Schedelii Chronicon lat. Norimbergae 1493"" welches der Verrfasser Hartmann Schedel selbst besass. In: Serapeum. Zeitschrift für Bibliothekwissenschaft, Handschriftenkunde und ältere Literatur 15, 1854. S. 148"". BSB-Bemerkung: ""Blattmaß 30,5 x 21 cm. Koloriert. Abgelöst von einem Einband. Hinterklebt. Auf der Rückseite (aus der Hinterklebung freigelegt) hss. Besitzeintrag 16./17. Jh.. Kleinere Fehlstellen im Text und der großen Illustration (Wurmfraß). - Provenienz: Fabricius, Anton (um 1570). - Handschriftlich eingetragene Personen: Fabricius, Anton. - Rückseite hss. Besitzeintrag 16./17. Jh.: ""Ex libris Anthonij Fabricij Gottes Ehr mein lehr Ut sacra fructificent Divini semina verbj sit tua summe DEUS gloria sermo meus"". - Provenienz: Ex libris Anthonij Fabricij"". BSB-Schlagwörter: Religiöse Texte, Erbauungsliteratur, Didaktische Schriften.";Ablass
